id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,cell_tower_failure
161,0x1000000000004,MyCellular,device error,-83.37339,51.646324,7,50,105,0
162,0x100000000000b,TelecomWorld,system malfunction,-83.61732,51.965137,5,54,102,1
163,0x1000000000014,TelecomWorld,battery 5%,-83.13237,52.08728,9,54,105,0
164,0x100000000000d,MyCellular,system malfunction,-83.1234,51.917778,3,54,105,0
165,0x1000000000004,MyCellular,battery 5%,-83.55154,51.66244,3,51,105,0
166,0x1000000000004,MyCellular,system malfunction,-82.87828,51.800087,8,53,103,0
167,0x1000000000007,MyCellular,device error,-83.570656,52.184494,8,50,102,0
168,0x1000000000009,NewComm,system malfunction,-83.520164,51.596764,3,53,102,0
169,0x1000000000024,NewComm,system malfunction,-83.54955,51.614777,8,50,107,0
170,0x1000000000012,NewComm,device error,-83.50052,51.7972,7,55,104,0
171,0x1000000000000,NewComm,battery 10%,-83.59396,51.658268,5,55,105,1
172,0x100000000001a,TelecomWorld,device error,-83.57127,51.604435,7,52,104,0
173,0x1000000000026,TelecomWorld,battery 5%,-82.705055,52.093025,2,54,100,0
174,0x1000000000011,TelecomWorld,device error,-83.2532,51.619884,2,50,104,1
175,0x1000000000011,TelecomWorld,battery 10%,-83.24492,52.039867,7,50,105,0
176,0x100000000000e,TelecomWorld,battery 5%,-83.5465,51.945396,2,51,101,0
177,0x1000000000005,TelecomWorld,device error,-82.89331,51.639526,2,54,101,0
178,0x100000000000c,NewComm,system malfunction,-83.48485,51.780785,1,54,103,1
179,0x1000000000007,MyCellular,system malfunction,-83.62796,51.806446,5,52,102,0
180,0x1000000000005,TelecomWorld,battery 5%,-83.58822,51.63826,8,52,104,0
181,0x1000000000027,NewComm,battery 5%,-83.43801,51.687244,3,54,104,0
182,0x1000000000024,NewComm,battery 5%,-83.17517,51.98619,8,51,101,0
183,0x100000000001c,MyCellular,system malfunction,-83.57279,51.76178,10,51,103,0
184,0x100000000000c,NewComm,system malfunction,-83.40208,51.805187,8,53,102,0
185,0x1000000000021,NewComm,battery 5%,-83.618996,51.699787,5,53,103,1
186,0x1000000000026,TelecomWorld,device error,-83.60444,51.666092,8,53,102,0
187,0x100000000001f,MyCellular,device error,-83.468994,51.650608,2,53,102,0
188,0x100000000000e,TelecomWorld,battery 10%,-83.32806,51.600872,6,51,102,0
189,0x1000000000016,MyCellular,battery 10%,-83.12488,52.29508,8,51,104,0
190,0x1000000000015,NewComm,device error,-82.90288,51.990547,9,53,101,0
191,0x1000000000001,MyCellular,battery 5%,-83.30096,51.86446,9,55,101,0
192,0x1000000000017,TelecomWorld,device error,-83.37144,51.717358,5,54,104,0
193,0x1000000000004,MyCellular,battery 10%,-83.50015,51.672474,10,51,103,0
194,0x1000000000026,TelecomWorld,battery 5%,-83.58095,51.609337,1,54,105,0
195,0x1000000000005,TelecomWorld,system malfunction,-83.52369,51.847233,3,52,102,0
196,0x100000000000a,MyCellular,device error,-83.53733,52.169724,9,54,102,0
197,0x1000000000002,TelecomWorld,device error,-83.61249,51.781868,5,50,104,0
198,0x1000000000009,NewComm,battery 5%,-83.56675,52.241547,4,51,105,0
199,0x1000000000007,MyCellular,device error,-83.487656,51.80572,6,52,101,0
200,0x1000000000020,TelecomWorld,battery 5%,-83.5986,51.614754,8,51,107,0
201,0x1000000000020,TelecomWorld,device error,-83.58875,52.412792,5,51,104,0
202,0x100000000000f,NewComm,battery 10%,-83.435,51.673645,9,51,105,0
203,0x1000000000022,MyCellular,battery 10%,-83.596596,52.106396,4,52,101,0
204,0x1000000000019,MyCellular,device error,-83.35087,51.828644,9,52,107,0
205,0x1000000000011,TelecomWorld,battery 10%,-83.58307,51.981018,6,52,102,1
206,0x100000000001c,MyCellular,system malfunction,-83.57361,51.82089,10,54,106,0
207,0x1000000000019,MyCellular,system malfunction,-83.62579,52.033733,1,51,107,0
208,0x1000000000018,NewComm,battery 10%,-83.15424,51.87951,2,54,105,0
209,0x1000000000012,NewComm,system malfunction,-83.38921,51.912113,7,51,101,0
210,0x1000000000010,MyCellular,battery 10%,-83.38825,51.63908,5,53,104,0
211,0x1000000000027,NewComm,device error,-83.479935,51.752506,3,51,103,0
212,0x100000000001b,NewComm,battery 10%,-82.90917,51.909008,9,51,105,0
213,0x1000000000017,TelecomWorld,device error,-83.54344,51.992214,2,51,102,0
214,0x1000000000023,TelecomWorld,system malfunction,-83.51076,51.731438,6,50,101,0
215,0x1000000000006,NewComm,device error,-83.42581,51.798294,7,51,106,0
216,0x1000000000024,NewComm,device error,-83.54558,51.938095,4,55,105,1
217,0x100000000000e,TelecomWorld,device error,-82.85299,51.65159,8,55,105,0
218,0x100000000000d,MyCellular,battery 5%,-83.32615,51.841694,1,51,106,0
219,0x1000000000022,MyCellular,device error,-83.43724,51.86039,1,55,106,1
220,0x1000000000013,MyCellular,device error,-83.2029,51.710693,1,53,107,0
221,0x1000000000008,TelecomWorld,device error,-83.46523,51.71751,2,51,102,0
222,0x1000000000002,TelecomWorld,system malfunction,-83.131226,51.59583,7,55,106,1
223,0x1000000000004,MyCellular,device error,-83.1027,51.830097,4,55,101,0
224,0x1000000000008,TelecomWorld,device error,-83.62325,51.676117,6,54,101,0
225,0x1000000000012,NewComm,device error,-83.56702,51.63383,5,53,107,0
226,0x1000000000016,MyCellular,battery 5%,-83.61858,51.60159,2,54,101,0
227,0x1000000000001,MyCellular,system malfunction,-83.60954,51.96668,9,54,102,0
228,0x100000000000f,NewComm,device error,-83.605125,51.750034,8,55,107,0
229,0x1000000000014,TelecomWorld,system malfunction,-83.20526,52.17393,5,51,102,0
230,0x1000000000014,TelecomWorld,battery 10%,-83.44884,51.940163,9,51,105,0
231,0x1000000000012,NewComm,device error,-83.49192,51.998512,3,52,101,0
232,0x1000000000020,TelecomWorld,battery 5%,-83.619804,51.59842,3,55,103,0
233,0x1000000000013,MyCellular,device error,-83.51272,51.917946,5,54,104,0
234,0x100000000000d,MyCellular,battery 5%,-83.28682,51.98184,3,53,103,0
235,0x100000000001a,TelecomWorld,battery 5%,-83.31622,51.856705,5,53,106,0
236,0x1000000000013,MyCellular,battery 5%,-83.23353,51.710606,2,52,100,0
237,0x1000000000008,TelecomWorld,device error,-83.61652,51.798985,8,55,105,0
238,0x1000000000027,NewComm,battery 5%,-83.39793,51.698128,4,53,106,1
239,0x100000000000d,MyCellular,system malfunction,-83.523605,52.08414,2,54,103,0
240,0x100000000001d,TelecomWorld,system malfunction,-83.53881,51.748127,3,53,105,0
241,0x1000000000008,TelecomWorld,device error,-83.607,52.12187,2,55,102,0
242,0x1000000000016,MyCellular,device error,-83.51574,51.625946,6,52,101,0
243,0x1000000000003,NewComm,battery 5%,-83.60623,51.615265,7,51,104,0
244,0x100000000000b,TelecomWorld,battery 5%,-83.58613,52.06257,5,54,101,0
245,0x100000000000f,NewComm,device error,-83.23153,51.698597,2,52,101,0
246,0x1000000000015,NewComm,battery 5%,-83.58813,51.670185,4,52,101,0
247,0x100000000000a,MyCellular,battery 5%,-82.79996,51.81001,3,53,100,0
248,0x1000000000018,NewComm,battery 10%,-83.556465,51.606815,8,54,103,0
249,0x1000000000013,MyCellular,battery 5%,-82.86849,52.3206,7,53,101,0
250,0x100000000001f,MyCellular,device error,-83.25549,51.68795,4,51,106,0
251,0x1000000000019,MyCellular,battery 5%,-83.55589,52.01479,5,50,103,0
252,0x1000000000024,NewComm,battery 5%,-83.01843,51.95669,6,53,103,0
253,0x1000000000013,MyCellular,battery 5%,-83.273705,51.842587,9,53,104,0
254,0x1000000000009,NewComm,battery 10%,-83.136604,51.93988,4,50,104,0
255,0x1000000000007,MyCellular,device error,-83.62349,51.595974,8,53,105,0
256,0x1000000000009,NewComm,battery 10%,-83.30894,51.598988,5,54,102,0
257,0x1000000000018,NewComm,system malfunction,-82.96234,51.67117,7,54,104,0
258,0x1000000000007,MyCellular,device error,-83.31581,51.849182,3,52,107,0
259,0x1000000000019,MyCellular,device error,-83.6254,51.623985,6,54,104,1
260,0x1000000000004,MyCellular,battery 5%,-83.604416,52.297234,5,55,105,1
261,0x1000000000021,NewComm,system malfunction,-83.527504,51.60428,8,52,106,0
262,0x1000000000010,MyCellular,system malfunction,-83.53752,52.42175,8,54,102,0
263,0x100000000001d,TelecomWorld,battery 5%,-83.59468,51.87374,5,50,100,0
264,0x1000000000013,MyCellular,device error,-83.54751,51.619015,6,52,106,0
265,0x1000000000009,NewComm,device error,-83.51652,51.756233,3,55,105,0
266,0x1000000000008,TelecomWorld,device error,-83.26361,51.986576,6,54,104,0
267,0x1000000000020,TelecomWorld,battery 5%,-83.60149,51.649204,9,51,103,1
268,0x1000000000001,MyCellular,battery 5%,-82.97626,52.049328,4,51,101,0
269,0x1000000000008,TelecomWorld,battery 5%,-83.143524,51.61959,10,54,102,0
270,0x1000000000002,TelecomWorld,battery 5%,-83.6112,51.869576,6,51,104,0
271,0x1000000000008,TelecomWorld,battery 5%,-83.59584,51.92126,2,54,101,0
272,0x1000000000017,TelecomWorld,battery 5%,-83.589615,51.597332,8,54,104,1
273,0x1000000000025,MyCellular,device error,-83.24288,52.37725,3,54,104,1
274,0x100000000000f,NewComm,system malfunction,-83.47124,51.700756,6,54,106,0
275,0x1000000000015,NewComm,device error,-83.41276,52.111034,3,51,103,0
276,0x1000000000014,TelecomWorld,system malfunction,-83.20538,51.964203,9,54,100,0
277,0x1000000000005,TelecomWorld,battery 10%,-83.28845,51.927277,7,54,104,0
278,0x1000000000003,NewComm,battery 10%,-83.55443,51.60744,8,51,106,0
279,0x100000000000e,TelecomWorld,battery 5%,-83.60857,52.27338,9,53,106,0
280,0x1000000000023,TelecomWorld,device error,-83.61648,52.035656,5,50,101,0
281,0x100000000001f,MyCellular,battery 10%,-83.44731,51.66566,8,51,101,0
282,0x100000000001a,TelecomWorld,battery 10%,-83.16537,51.64649,8,51,107,0
283,0x100000000001a,TelecomWorld,system malfunction,-83.48388,51.839787,8,53,104,0
284,0x100000000000e,TelecomWorld,battery 5%,-83.536095,51.798843,9,52,100,0
285,0x100000000001a,TelecomWorld,device error,-83.60031,51.71075,6,53,104,1
286,0x1000000000024,NewComm,battery 10%,-83.01405,52.182396,3,53,107,0
287,0x1000000000005,TelecomWorld,battery 5%,-83.58098,51.62091,7,54,100,0
288,0x1000000000021,NewComm,battery 5%,-83.467514,51.662018,4,55,100,0
289,0x100000000001f,MyCellular,device error,-83.52608,51.63535,10,51,106,0
290,0x1000000000001,MyCellular,device error,-83.55849,51.73376,6,51,106,1
291,0x100000000000c,NewComm,battery 5%,-83.420616,51.60814,6,55,102,0
292,0x100000000001d,TelecomWorld,battery 10%,-83.410774,51.6312,3,52,101,0
293,0x1000000000002,TelecomWorld,device error,-83.6284,51.626614,10,54,105,0
294,0x100000000000c,NewComm,battery 10%,-83.528145,51.67357,8,51,101,0
295,0x1000000000020,TelecomWorld,battery 5%,-83.60528,51.672432,6,50,103,0
296,0x1000000000004,MyCellular,device error,-83.593666,51.848297,5,53,102,0
297,0x100000000000b,TelecomWorld,battery 10%,-83.54503,51.619137,3,54,105,0
298,0x100000000001e,NewComm,system malfunction,-83.41303,52.14353,3,51,105,0
299,0x1000000000007,MyCellular,battery 10%,-83.54678,51.609886,7,55,104,1
300,0x1000000000010,MyCellular,battery 5%,-83.55421,51.823475,6,52,104,0
301,0x1000000000004,MyCellular,device error,-83.5189,51.663296,6,52,104,0
302,0x1000000000019,MyCellular,battery 5%,-83.502014,52.15634,6,52,104,0
303,0x1000000000014,TelecomWorld,device error,-83.19419,51.77429,9,52,100,0
304,0x100000000001a,TelecomWorld,battery 10%,-82.99877,51.594913,3,53,103,0
305,0x1000000000018,NewComm,system malfunction,-83.16117,51.601196,2,54,102,0
306,0x1000000000007,MyCellular,battery 5%,-83.53008,51.888382,6,53,106,0
307,0x100000000001a,TelecomWorld,system malfunction,-83.3457,52.026913,2,54,100,0
308,0x1000000000015,NewComm,system malfunction,-82.985725,51.605583,4,51,105,0
309,0x100000000000e,TelecomWorld,system malfunction,-83.261894,51.99536,9,54,104,0
310,0x1000000000003,NewComm,device error,-83.55313,52.33276,4,54,103,0
311,0x1000000000017,TelecomWorld,battery 10%,-83.552795,51.69909,1,52,101,0
312,0x100000000000a,MyCellular,battery 5%,-83.50511,52.09237,4,50,103,0
313,0x1000000000003,NewComm,battery 5%,-83.3255,51.98905,7,53,101,0
314,0x100000000001b,NewComm,device error,-83.259514,51.922527,9,51,101,0
315,0x1000000000004,MyCellular,device error,-83.41944,51.642242,3,54,101,0
316,0x1000000000009,NewComm,battery 10%,-83.61561,51.79273,4,54,102,0
317,0x1000000000020,TelecomWorld,battery 5%,-83.25641,52.13108,1,54,102,0
318,0x100000000000b,TelecomWorld,device error,-83.01431,51.62666,8,54,101,0
319,0x100000000001d,TelecomWorld,device error,-83.29339,51.658997,3,51,106,0
320,0x1000000000007,MyCellular,battery 5%,-83.59925,51.971897,7,53,100,0
321,0x1000000000006,NewComm,device error,-83.57808,51.89775,6,53,103,0
322,0x1000000000023,TelecomWorld,battery 5%,-83.54768,51.702457,4,55,107,0
323,0x1000000000012,NewComm,system malfunction,-83.29032,51.92064,4,55,104,0
324,0x1000000000009,NewComm,system malfunction,-83.429504,51.945866,3,52,106,0
325,0x1000000000010,MyCellular,battery 5%,-83.59302,51.700844,5,54,101,0
326,0x100000000001e,NewComm,battery 5%,-83.20192,51.954975,10,53,103,0
327,0x1000000000006,NewComm,device error,-83.45919,51.855495,8,53,107,0
328,0x1000000000020,TelecomWorld,battery 10%,-83.33947,51.637295,2,55,104,0
329,0x100000000000f,NewComm,battery 5%,-83.38348,51.64303,2,55,107,0
330,0x1000000000009,NewComm,system malfunction,-83.460144,51.78405,8,53,100,0
331,0x1000000000027,NewComm,battery 5%,-83.37336,51.97948,2,52,102,0
332,0x1000000000003,NewComm,system malfunction,-82.824135,51.744774,1,53,105,0
333,0x100000000000d,MyCellular,battery 5%,-83.57763,52.082115,3,55,104,0
334,0x1000000000024,NewComm,device error,-82.9551,51.60977,5,54,106,1
335,0x1000000000002,TelecomWorld,battery 10%,-83.205345,51.630806,5,51,106,0
336,0x100000000001f,MyCellular,device error,-83.526405,51.758015,9,51,104,0
337,0x1000000000017,TelecomWorld,system malfunction,-83.625626,51.740044,9,50,102,0
338,0x100000000000a,MyCellular,battery 5%,-83.624435,51.672913,5,54,100,0
339,0x100000000000d,MyCellular,battery 10%,-83.43357,51.755817,6,55,102,0
340,0x1000000000026,TelecomWorld,device error,-83.398575,51.679935,5,55,105,1
341,0x100000000000d,MyCellular,battery 5%,-83.34209,51.792763,3,54,102,0
342,0x1000000000005,TelecomWorld,battery 10%,-83.59339,51.847797,6,54,103,0
343,0x1000000000015,NewComm,device error,-82.71965,51.626717,8,52,101,0
